=3x2																																																																																									
SYS_VERSION	5																																																																																								
SYS_DATE	06/20/2017																																																																																								
SYS_TIME	14:43:34																																																																																								
=1x2																																																																																									
SYS_WAFERID	1																																																																																								
=137x90																																																																																									
VarName	PM_Die_woCap_Cont_p1p2_Resistor2Terminals_Res	PM_Die_woCap_Cont_p1p3_Resistor2Terminals_Res	PM_Die_woCap_Cont_p2p4_Resistor2Terminals_Res	PM_Die_woCap_Cont_p3p4_Resistor2Terminals_Res	PM_Die_woCap_tRZSiTiSi_tRZSiTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZSiTiSi_tRZSiTiSi09_Resistor2Terminals_Res	PM_Die_woCap_tRZpSiTiSi_tRZpSiTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZpSiTiSi_tRZpSiTiSi09_Resistor2Terminals_Res	PM_Die_woCap_tRZnSiTiSi_tRZnSiTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZnSiTiSi_tRZnSiTiSi09_Resistor2Terminals_Res	PM_Die_woCap_tRZpTiSi_tRZpTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZpTiSi_tRZpTiSi09_Resistor2Terminals_Res	PM_Die_woCap_tRZnTiSi_tRZnTiSi05_Resistor2Terminals_Res	PM_Die_woCap_tRZnTiSi_tRZnTiSi09_Resistor2Terminals_Res	PM_Die_woCap_TrAn_TrAn_Vtf_Vt	PM_Die_woCap_TrAn_TrAn_Glk_Gleak	PM_Die_woCap_TrAn_TrAn_Supply_Voltage_DSleak	PM_Die_woCap_TrAn_TrAn_Supply_Voltage_DSw_leak	PM_Die_woCap_TrAn_TrAn_DSdriver_DScurrent	PM_Die_woCap_TrAn_TrAn_DSdriver_DSw_driver	PM_Die_woCap_TrAn_TrAn_revers_Vt	PM_Die_woCap_TrAn_TrAn_Vbreak_Vbr	PM_Die_woCap_TrAp_TrAp_Vtf_Vt	PM_Die_woCap_TrAp_TrAp_DSlk_DSleak	PM_Die_woCap_TrAp_TrAp_DSlk_DSw_leak	PM_Die_woCap_TrAp_TrAp_Glk_Gleak	PM_Die_woCap_TrAp_TrAp_DSdriver_DScurrent	PM_Die_woCap_TrAp_TrAp_DSdriver_DSw_driver	PM_Die_woCap_TrAp_TrAp_Revers_Vt	PM_Die_woCap_TrAp_TrAp_Vbreak_Vbr	PM_Die_woCap_TrRn_TrRn_Vtf_Vt	PM_Die_woCap_TrRn_TrRn_Glk_Gleak	PM_Die_woCap_TrRn_TrRn_Supply_Voltage_DSleak	PM_Die_woCap_TrRn_TrRn_Supply_Voltage_DSw_leak	PM_Die_woCap_TrRn_TrRn_DSdriver_DScurrent	PM_Die_woCap_TrRn_TrRn_DSdriver_DSw_driver	PM_Die_woCap_TrRn_TrRn_revers_Vt	PM_Die_woCap_TrRn_TrRn_Vbreak_Vbr	PM_Die_woCap_TrRp_TrRp_Vtf_Vt	PM_Die_woCap_TrRp_TrRp_DSlk_DSleak	PM_Die_woCap_TrRp_TrRp_DSlk_DSw_leak	PM_Die_woCap_TrRp_TrRp_Glk_Gleak	PM_Die_woCap_TrRp_TrRp_DSdriver_DScurrent	PM_Die_woCap_TrRp_TrRp_DSdriver_DSw_driver	PM_Die_woCap_TrRp_TrRp_Revers_Vt	PM_Die_woCap_TrRp_TrRp_Vbreak_Vbr	PM_Die_woCap_TrHn_TrHn_Vtf_Vt	PM_Die_woCap_TrHn_TrHn_Glk_Gleak	PM_Die_woCap_TrHn_TrHn_Supply_Voltage_DSleak	PM_Die_woCap_TrHn_TrHn_Supply_Voltage_DSw_leak	PM_Die_woCap_TrHn_TrHn_DSdriver_DScurrent	PM_Die_woCap_TrHn_TrHn_DSdriver_DSw_driver	PM_Die_woCap_TrHn_TrHn_revers_Vt	PM_Die_woCap_TrHn_TrHn_Vbreak_Vbr	PM_Die_woCap_TrHp_TrHp_Vtf_Vt	PM_Die_woCap_TrHp_TrHp_DSlk_DSleak	PM_Die_woCap_TrHp_TrHp_DSlk_DSw_leak	PM_Die_woCap_TrHp_TrHp_Glk_Gleak	PM_Die_woCap_TrHp_TrHp_DSdriver_DScurrent	PM_Die_woCap_TrHp_TrHp_DSdriver_DSw_driver	PM_Die_woCap_TrHp_TrHp_Revers_Vt	PM_Die_woCap_TrHp_TrHp_Vbreak_Vbr	PM_Die_woCap_KLV_M1M2_KLV_M1_M2_KelvinMeasurement_Res	PM_Die_woCap_KLV_M1M2_KLV_M1_M2_KLVForceI_Res	PM_Die_woCap_KLV_M2M3_KLV_M2_M3_KelvinMeasurement_Res	PM_Die_woCap_KLV_M3M4_KLV_M3_M4_KelvinMeasurement_Res	PM_Die_woCap_KLV_M1M4_KLV_M1_M4_KelvinMeasurement_Res	PM_Die_woCap_KLV_nM1_KLV_nM1_KelvinMeasurement_Res	PM_Die_woCap_KLV_pM1_KLV_pM1_KelvinMeasurement_Res	PM_Die_woCap_KLV_nSiM1_KLV_nSiM1_KelvinMeasurement_Res	PM_Die_woCap_KLV_pSiM1_KLV_pSiM1_KelvinMeasurement_Res	PM_Die_woCap_KLV_SiM1_KLV_SiM1_KelvinMeasurement_Res	PM_Die_woCap_Z_M1M2_M1M4_dZ_M1M2_Resistor2Terminals_Res	PM_Die_woCap_Z_M1M2_M1M4_dZ_M1M4_Resistor2Terminals_Res	PM_Die_woCap_Z_M2M3_M3M4_dZ_M2M3_Resistor2Terminals_Res	PM_Die_woCap_Z_M2M3_M3M4_dZ_M3M4_Resistor2Terminals_Res	PM_Die_woCap_tRm24_09_dMeander2_09_Resistor2Terminals_Res	PM_Die_woCap_tRm24_09_dMeander4_09_Resistor2Terminals_Res	PM_Die_woCap_tRm24_dMeander2_Resistor2Terminals_Res	PM_Die_woCap_tRm24_dMeander4_Resistor2Terminals_Res	PM_Die_woCap_tRm13_09_dMeander1_09_Resistor2Terminals_Res	PM_Die_woCap_tRm13_09_dMeander3_09_Resistor2Terminals_Res	PM_Die_woCap_tRm13_dMeander1_Resistor2Terminals_Res	PM_Die_woCap_tRm13_dMeander3_Resistor2Terminals_Res	PM_Die_woCap_ZnpM1_dZnM1_Resistor2Terminals_Res	PM_Die_woCap_ZnpM1_dZpM1_Resistor2Terminals_Res	PM_Die_woCap_ZnpSiM1_dZnSiM1_Resistor2Terminals_Res	PM_Die_woCap_ZnpSiM1_dZpSiM1_Resistor2Terminals_Res	PM_Die_woCap_ZSiM1_dZSiM1_Resistor2Terminals_Res
5,1	+6.301991E+00	+5.158096E+00	+2.173441E+00	+1.036055E+00	+1.721911E+01	+2.465483E+00	+1.360174E+01	+2.477701E+00	+5.361930E+00	+2.685645E+00	+5.081301E+04	+7.122507E+01	+3.355705E+01	+3.225806E+01	+5.250000E-01	+9.203000E-12	+9.408000E-12	+1.568000E-12	+1.580720E-03	+4.516343E-04	+1.650000E+01	+9.200000E+00	-5.250000E-01	-8.375000E-12	-1.395833E-12	-8.117000E-12	-8.049970E-04	-2.299991E-04	-1.307500E+01	-9.050000E+00																																					+2.924613E+00	+4.067012E+00	+3.745808E+00	+1.400111E+00	+2.233110E+00	+1.321809E+00	+1.238850E+00	+3.484928E+00											+1.406371E+01	+2.994909E+04	+7.350239E+00	+7.288630E+00	+1.437298E+00
6,1	+3.706449E+00	+1.990842E+00	+3.215434E+00	+1.435956E+00	+2.794077E+00	+2.410800E+00	+1.153137E+01	+2.405581E+00	+2.796421E+00	+2.750275E+00	+5.936480E+02	+3.658983E+00	+6.788866E+02	+4.266212E+00	+0.000000E+00	+3.200000E+30	+3.200000E+30	+1.666637E-05	+3.100000E+30	+1.772009E-05	+0.000000E+00	+5.000000E-02	-1.000000E+07	+3.100000E+30	-1.884267E-04	+3.200000E+30	+3.100000E+30	-2.710223E-05	+2.000000E+01	-5.000000E-02																																					+3.011682E+00	+3.132592E+00	+3.850620E+00	+1.633890E+00	+2.280488E+00	+2.678586E+00	+5.578801E+00	+3.479471E+00											+2.178887E+01	+8.873114E+01	+6.563833E+00	+6.339144E+00	+1.332445E+00
6,0	-3.484321E+09	+1.111111E+11	-6.250000E+10	-7.246377E+09	+1.052632E+10	+1.242236E+09	+2.666667E+09	+1.398601E+09	+1.587302E+09	+1.360544E+09	+1.562500E+09	+1.904762E+09	+1.754386E+09	+1.724138E+09	-1.000000E+07	+1.809100E-11	+1.555400E-11	+2.592333E-12	+1.189000E-11	+3.397143E-12	-1.000000E+07	-1.000000E+07	-1.000000E+07	-1.628800E-11	-2.714667E-12	-1.903100E-11	-1.289300E-11	-3.683714E-12	-1.000000E+07	-1.000000E+07																																					-3.793150E+09	-4.171744E+09	-4.179102E+09	-5.793198E+09	-6.925691E+09	-6.738411E+09	+2.020202E+08	+1.785714E+08											-5.405405E+08	+1.388889E+08	+2.197802E+08	+1.428571E+08	+2.962963E+07
4,0	+6.891324E-01	+6.968641E-01	+7.432734E-01	+6.884208E-01	+6.688963E+00	+2.353218E+00	+2.795248E+00	+2.397219E+00	+3.311807E+00	+2.667022E+00	+2.971327E+00	+2.754062E+00	+1.322839E+01	+3.340571E+00	+5.250000E-01	+1.153200E-11	+1.080300E-11	+1.800500E-12	+1.570730E-03	+4.487800E-04	+1.650000E+01	+9.200000E+00	-5.250000E-01	-1.361200E-11	-2.268667E-12	-1.053900E-11	-7.837420E-04	-2.239263E-04	-8.625000E+00	-9.050000E+00																																					+3.190322E+00	+1.839900E+00	+1.717153E+00	+1.854236E+00	+1.586216E+00	+2.252156E+00	+1.306677E+00	+3.588088E+00											+9.319664E+00	+7.707129E+00	+6.879945E+00	+6.720430E+00	+1.370802E+00
3,0	+2.157963E+00	+1.929757E+00	+1.328904E+00	+1.062361E+00	+3.175611E+00	+2.378970E+00	+6.611570E+00	+2.442301E+00	+2.939447E+00	+2.621919E+00	+3.099334E+03	+2.705628E+00	+5.922416E+00	+3.588731E+00	+5.000000E-01	+1.339300E-11	+1.302200E-11	+2.170333E-12	+1.545670E-03	+4.416200E-04	+1.700000E+01	+9.200000E+00	-5.250000E-01	-5.947530E-09	-9.912550E-10	-1.087200E-11	-7.548050E-04	-2.156586E-04	-7.200000E+00	-8.800000E+00																																					+3.358522E+00	+1.866750E+00	+2.377583E+00	+1.801334E+00	+1.998028E+00	+1.989868E+00	+1.443522E+00	+3.750234E+00											+9.573959E+00	+7.809449E+00	+7.309942E+00	+6.985679E+00	+1.386001E+00
2,0	+2.245677E+00	+2.154244E+00	+9.800078E-01	+8.434548E-01	+2.771235E+00	+2.293052E+00	+2.653576E+00	+2.486944E+00	+1.181195E+01	+2.625361E+00	+2.977520E+00	+2.759763E+00	+3.533569E+00	+3.246753E+00	+5.250000E-01	+1.451900E-11	+1.399900E-11	+2.333167E-12	+1.543490E-03	+4.409971E-04	+1.650000E+01	+9.200000E+00	-5.250000E-01	-4.272510E-08	-7.120850E-09	-1.187900E-11	-7.513820E-04	-2.146806E-04	-4.650000E+00	-1.000000E-01																																					+3.476174E+00	+2.965726E+00	+1.694863E+00	+1.620235E+00	+1.880050E+00	+1.416965E+00	+1.561158E+00	+3.986446E+00											+9.592326E+00	+7.877117E+00	+6.891799E+00	+6.747638E+00	+1.322751E+00
1,0	+1.910585E+00	+1.498801E+00	+2.125850E+00	+1.659751E+00	+2.972652E+00	+2.364346E+00	+3.180156E+00	+2.373887E+00	+3.030762E+00	+2.616431E+00	+2.815712E+00	+2.875629E+00	+3.469813E+00	+3.342805E+00	+5.250000E-01	+1.543200E-11	+1.344600E-11	+2.241000E-12	+1.554380E-03	+4.441086E-04	+1.700000E+01	+9.200000E+00	-5.250000E-01	-2.961280E-08	-4.935467E-09	-1.348000E-11	-7.790640E-04	-2.225897E-04	-3.175000E+00	-1.000000E-01																																					+3.558489E+00	+2.719343E+00	+2.632970E+00	+2.002012E+00	+1.927206E+00	+2.367320E+00	+1.678838E+00	+4.226543E+00											+9.638554E+00	+8.190008E+00	+6.920415E+00	+6.570302E+00	+1.355014E+00
0,0	+3.746722E+00	+3.703704E+00	+1.818182E+00	+1.596934E+00	+2.707093E+00	+2.340824E+00	+2.669871E+00	+2.279202E+00	+2.822467E+00	+2.582978E+00	+3.024346E+00	+2.843737E+00	+3.556820E+00	+3.491620E+00	+5.000000E-01	+1.481700E-11	+1.364500E-11	+2.274167E-12	+1.579670E-03	+4.513343E-04	+1.650000E+01	+9.250000E+00	-5.250000E-01	-4.332190E-08	-7.220317E-09	-1.407500E-11	-7.861220E-04	-2.246063E-04	-3.355000E+00	-1.000000E-01																																					+3.633547E+00	+1.749646E+00	+4.113560E+00	+1.966630E+00	+1.917505E+00	+1.401592E+00	+1.724733E+00	+4.326195E+00											+9.741841E+00	+8.100446E+00	+6.691201E+00	+6.195787E+00	+1.285760E+00
-1,0	+2.907822E+00	+2.916302E+00	+1.906941E+00	+1.832845E+00	+2.850627E+00	+2.413419E+00	+2.911208E+00	+2.346867E+00	+1.261750E+01	+2.601118E+00	+2.844546E+00	+2.883922E+00	+9.182736E+00	+3.616637E+00	+5.250000E-01	+1.526800E-11	+1.310100E-11	+2.183500E-12	+1.544240E-03	+4.412114E-04	+1.650000E+01	+9.200000E+00	-5.250000E-01	-9.504200E-09	-1.584033E-09	-1.374100E-11	-7.610770E-04	-2.174506E-04	-3.850000E+00	-2.500000E-01																																					+3.500625E+00	+3.303991E+00	+1.746817E+00	+1.463054E+00	+1.851052E+00	+1.392765E+00	+1.622850E+00	+4.042854E+00											+9.487666E+00	+7.864727E+00	+6.993007E+00	+6.585446E+00	+1.323189E+00
-2,0	+8.694896E+00	+9.909821E+00	+1.605394E+00	+1.657001E+00	+1.248673E+01	+2.355990E+00	+2.896871E+00	+2.423949E+00	+3.043214E+00	+2.552648E+00	+4.905568E+00	+2.831658E+00	+1.280164E+01	+3.412969E+00	+5.250000E-01	+1.509200E-11	+1.318000E-11	+2.196667E-12	+1.545060E-03	+4.414457E-04	+1.650000E+01	+9.200000E+00	-5.250000E-01	-1.274840E-08	-2.124733E-09	-1.254600E-11	-7.565350E-04	-2.161529E-04	-4.850000E+00	-8.550000E+00																																					+3.363794E+00	+3.729932E+00	+2.948131E+00	+1.482530E+00	+1.341862E+00	+1.650685E+00	+1.533507E+00	+3.920031E+00											+9.328358E+00	+7.760962E+00	+6.668890E+00	+6.512537E+00	+1.299123E+00
-3,0	+3.403676E+00	+2.367424E+00	+2.112379E+00	+1.044277E+00	+5.496015E+00	+2.376426E+00	+1.248439E+01	+2.383506E+00	+1.196530E+01	+2.477701E+00	+2.920987E+00	+2.855919E+00	+5.638568E+00	+3.244646E+00	+5.250000E-01	+1.484300E-11	+1.304700E-11	+2.174500E-12	+1.541410E-03	+4.404029E-04	+1.650000E+01	+9.200000E+00	-5.250000E-01	-6.891850E-10	-1.148642E-10	-1.341400E-11	-7.683670E-04	-2.195334E-04	-5.400000E+00	-9.000000E+00																																					+3.253103E+00	+3.997655E+00	+3.835543E+00	+2.535460E+00	+1.513675E+00	+1.455797E+00	+1.469400E+00	+3.914660E+00											+9.652510E+00	+7.677543E+00	+6.662225E+00	+6.523157E+00	+1.305057E+00
-4,0	+2.410800E+00	+1.851166E+00	+2.247696E+00	+1.620746E+00	+2.524615E+00	+2.412836E+00	+2.510986E+00	+2.292001E+00	+2.886836E+00	+2.581978E+00	+2.216066E+04	+2.861230E+04	+6.347191E+00	+7.651109E+00	+5.250000E-01	+1.364900E-11	+1.131900E-11	+1.886500E-12	+1.549810E-03	+4.428029E-04	+1.650000E+01	+9.250000E+00	-5.250000E-01	-1.397200E-11	-2.328667E-12	-1.208000E-11	-7.603410E-04	-2.172403E-04	-8.325000E+00	-9.050000E+00																																					+3.205947E+00	+3.850931E+00	+3.260226E+00	+1.828318E+00	+1.354866E+00	+1.680009E+00	+1.453805E+00	+3.923877E+00											+9.090909E+00	+7.604563E+00	+6.642312E+00	+6.242197E+00	+1.263025E+00
-6,0	-5.780347E+09	-5.524862E+09	+3.125000E+10	-7.633588E+09	+2.941176E+09	+1.574803E+09	+1.081081E+09	+1.639344E+09	+1.388889E+09	+2.777778E+09	+1.769912E+09	+5.000000E+09	+1.886792E+09	+5.000000E+09	-1.000000E+07	+2.242900E-11	+2.614200E-11	+4.357000E-12	+2.066700E-11	+5.904857E-12	-1.000000E+07	-1.000000E+07	-1.000000E+07	-2.696800E-11	-4.494667E-12	-1.946800E-11	-2.198800E-11	-6.282286E-12	-1.000000E+07	-1.000000E+07																																					-6.479464E+08	-6.238279E+08	-7.475192E+08	-1.174736E+09	-1.700768E+09	-1.312367E+09	+1.333333E+08	+1.492537E+08											+3.125000E+08	+1.754386E+08	+1.388889E+08	+1.724138E+08	+3.921569E+07
-6,-1	+1.596679E+00	+1.576541E+00	+7.597630E-01	+6.960395E-01	+1.617207E+01	+2.395496E+00	+3.993610E+00	+2.482005E+00	+7.745933E+00	+2.484163E+00	+1.621534E+06	+4.513654E+07	+2.809778E+02	+2.461538E+02	+5.250000E-01	+1.195600E-11	+1.114600E-11	+1.857667E-12	+1.544820E-03	+4.413771E-04	+1.650000E+01	+9.160000E+00	-5.500000E-01	-8.916000E-12	-1.486000E-12	-1.140400E-11	-7.677780E-04	-2.193651E-04	-1.615000E+01	-8.950000E+00																																					+2.697735E+00	+1.274316E+03	+5.197854E+03	+1.444927E+00	+1.789397E+00	+1.013402E+00	+1.199544E+00	+3.012956E+00											+9.220839E+02	+3.762935E+03	+6.066121E+00	+6.119951E+00	+1.178550E+00
-5,-1	+1.288162E+00	+1.066439E+00	+1.435132E+00	+1.148765E+00	+2.882675E+00	+2.361275E+00	+1.314233E+01	+2.539038E+00	+4.137360E+00	+2.663825E+00	+3.074558E+02	+2.836879E+02	+9.246417E+01	+8.250825E+01	+5.250000E-01	+1.280000E-11	+1.178100E-11	+1.963500E-12	+1.545250E-03	+4.415000E-04	+1.650000E+01	+9.200000E+00	-5.500000E-01	-1.022200E-11	-1.703667E-12	-1.101800E-11	-7.690180E-04	-2.197194E-04	-1.285000E+01	-9.000000E+00																																					+3.267039E+00	+1.911477E+00	+1.579418E+00	+1.556655E+00	+1.867165E+00	+1.324934E+00	+3.889537E+00	+4.483300E+01											+1.226843E+01	+4.566210E+02	+6.574622E+00	+6.485084E+00	+1.324942E+00
-4,-1	+1.578781E+00	+1.270325E+00	+2.512563E+00	+2.135383E+00	+1.178967E+01	+2.377273E+00	+2.696145E+00	+2.359882E+00	+9.111617E+00	+2.439322E+00	+9.657170E+00	+2.847786E+00	+8.233841E+00	+4.089980E+00	+5.250000E-01	+1.419500E-11	+1.200500E-11	+2.000833E-12	+1.528900E-03	+4.368286E-04	+1.600000E+01	+9.150000E+00	-5.500000E-01	-1.086100E-11	-1.810167E-12	-1.233000E-11	-7.452300E-04	-2.129229E-04	-9.650000E+00	-9.000000E+00																																					+3.164686E+00	+3.983571E+00	+1.609942E+00	+1.911181E+00	+2.078284E+00	+1.775327E+00	+1.566661E+02	+1.044223E+01											+9.389671E+00	+7.886435E+00	+6.389776E+00	+6.455778E+00	+1.271052E+00
-3,-1	+1.981375E+00	+1.080964E+00	+2.392344E+00	+1.433897E+00	+1.297353E+01	+2.389486E+00	+2.998051E+00	+2.322341E+00	+2.891845E+00	+2.651816E+00	+4.060089E+04	+2.645503E+00	+7.595898E+00	+4.552697E+00	+5.250000E-01	+1.568400E-11	+1.325000E-11	+2.208333E-12	+1.548830E-03	+4.425229E-04	+1.650000E+01	+9.250000E+00	-5.250000E-01	-5.700150E-10	-9.500250E-11	-1.385100E-11	-7.730920E-04	-2.208834E-04	-6.125000E+00	-8.950000E+00																																					+3.127720E+00	+3.237893E+00	+4.066064E+00	+1.717464E+00	+1.816040E+00	+1.757303E+00	+1.465953E+00	+3.972195E+00											+9.319664E+00	+9.492169E+01	+6.788866E+00	+6.557377E+00	+1.297859E+00
-2,-1	+5.976572E+00	+5.576312E+00	+2.421894E+00	+2.022654E+00	+2.759001E+00	+2.326122E+00	+1.211460E+01	+2.355713E+00	+2.818887E+00	+2.607222E+00	+2.748385E+00	+2.795639E+00	+6.462036E+00	+3.418803E+00	+5.250000E-01	+1.538300E-11	+1.322200E-11	+2.203667E-12	+1.545140E-03	+4.414686E-04	+1.650000E+01	+9.200000E+00	-5.250000E-01	-1.513700E-08	-2.522833E-09	-1.364400E-11	-7.665670E-04	-2.190191E-04	-4.000000E+00	-3.000000E-01																																					+3.273526E+00	+3.684953E+00	+1.786376E+00	+1.840048E+00	+1.892742E+00	+2.035202E+00	+1.533272E+00	+3.967467E+00											+9.551098E+00	+7.800312E+00	+6.738544E+00	+6.527415E+00	+1.298280E+00
-1,-1	+2.315887E+01	+2.236136E+01	+3.380663E+00	+2.529724E+00	+2.692515E+00	+2.388345E+00	+3.033060E+00	+2.253775E+00	+6.022282E+00	+2.589667E+00	+2.785515E+00	+2.702703E+00	+9.818360E+00	+3.439972E+00	+5.250000E-01	+1.505700E-11	+1.295800E-11	+2.159667E-12	+1.546920E-03	+4.419771E-04	+1.600000E+01	+9.250000E+00	-5.250000E-01	-1.188870E-08	-1.981450E-09	-1.386300E-11	-7.725870E-04	-2.207391E-04	-4.300000E+00	-3.070000E+00																																					+3.457513E+00	+3.891348E+00	+2.659377E+00	+1.950561E+00	+1.879961E+00	+1.573627E+00	+1.589193E+00	+3.981684E+00											+9.708738E+00	+7.886435E+00	+6.828269E+00	+6.402049E+00	+1.335559E+00
0,-1	+6.414368E+00	+5.294367E+00	+4.970179E+00	+3.766478E+00	+2.803476E+00	+2.502503E+00	+1.151941E+01	+2.442301E+00	+1.173847E+01	+2.642008E+00	+7.575758E+00	+2.706360E+00	+8.988764E+00	+3.459609E+00	+5.250000E-01	+1.491900E-11	+1.364900E-11	+2.274833E-12	+1.569610E-03	+4.484600E-04	+1.650000E+01	+9.250000E+00	-5.250000E-01	-1.407970E-08	-2.346617E-09	-1.279000E-11	-7.884300E-04	-2.252657E-04	-4.200000E+00	-3.500000E-01																																					+3.373835E+00	+3.656828E+00	+3.133718E+00	+3.090235E+00	+1.965031E+00	+2.029914E+00	+1.650710E+00	+4.117768E+00											+9.680542E+00	+7.905138E+00	+6.877579E+00	+6.493506E+00	+1.309758E+00
1,-1	+5.475552E+00	+3.131851E+00	+4.310345E+00	+1.990446E+00	+2.880184E+00	+2.386635E+00	+7.886435E+00	+2.474941E+00	+7.521625E+00	+2.746875E+00	+2.752546E+00	+2.757480E+00	+1.373155E+01	+3.294350E+00	+5.250000E-01	+1.487900E-11	+1.306300E-11	+2.177167E-12	+1.568550E-03	+4.481571E-04	+1.650000E+01	+9.250000E+00	-5.250000E-01	-7.139890E-09	-1.189982E-09	-1.215400E-11	-7.834210E-04	-2.238346E-04	-4.825000E+00	-8.800000E+00																																					+3.472501E+00	+2.085689E+00	+1.611497E+00	+2.812203E+00	+1.449399E+00	+1.744789E+00	+1.639882E+00	+4.095004E+00											+9.541985E+00	+7.824726E+00	+7.059654E+00	+6.882312E+00	+1.328904E+00
2,-1	+4.411116E+00	+2.977963E+00	+4.257131E+00	+2.786291E+00	+2.627430E+00	+2.384643E+00	+1.157474E+01	+2.522386E+00	+7.421150E+00	+2.750653E+00	+2.985966E+00	+2.895613E+00	+9.537434E+00	+4.488330E+00	+5.250000E-01	+1.416100E-11	+1.257000E-11	+2.095000E-12	+1.556490E-03	+4.447114E-04	+1.650000E+01	+9.150000E+00	-5.250000E-01	-9.528500E-09	-1.588083E-09	-1.146100E-11	-7.661230E-04	-2.188923E-04	-4.900000E+00	-2.500000E-01																																					+3.406210E+00	+3.352035E+00	+3.666692E+00	+1.647249E+00	+1.847231E+00	+1.604032E+00	+1.532450E+00	+3.908540E+00											+9.451796E+00	+7.902015E+00	+6.915629E+00	+6.457862E+00	+1.318826E+00
3,-1	+2.653224E+00	+1.835199E+00	+2.695418E+00	+1.805380E+00	+1.406272E+01	+2.406739E+00	+6.449532E+00	+2.522386E+00	+1.063773E+01	+2.654280E+00	+2.767017E+00	+2.649709E+00	+3.511236E+00	+4.158869E+00	+5.000000E-01	+1.239000E-11	+1.237100E-11	+2.061833E-12	+1.582720E-03	+4.522057E-04	+1.700000E+01	+9.200000E+00	-5.250000E-01	-1.097690E-09	-1.829483E-10	-1.037500E-11	-7.928740E-04	-2.265354E-04	-7.650000E+00	-9.000000E+00																																					+3.086458E+00	+4.097061E+00	+3.318312E+00	+1.791485E+00	+2.050737E+00	+1.700921E+00	+1.376842E+00	+2.056767E+02											+9.456265E+00	+7.593014E+00	+7.119972E+00	+6.706908E+00	+1.387444E+00
4,-1	+1.401149E+01	+3.872967E+00	+1.245951E+01	+2.306273E+00	+2.680965E+00	+2.426890E+00	+2.948113E+00	+2.466395E+00	+6.752194E+00	+2.649709E+00	+2.865740E+00	+2.673439E+00	+3.480077E+00	+3.561888E+00	+5.000000E-01	+1.028900E-11	+1.020100E-11	+1.700167E-12	+1.565920E-03	+4.474057E-04	+1.650000E+01	+9.250000E+00	-5.250000E-01	-8.539000E-12	-1.423167E-12	-8.442000E-12	-7.796530E-04	-2.227580E-04	-8.975000E+00	-9.100000E+00																																					+3.155504E+00	+3.712500E+00	+4.233419E+00	+1.630024E+00	+2.195507E+00	+1.355977E+00	+1.335648E+00	+3.634381E+00											+9.358914E+00	+7.722008E+00	+6.910850E+00	+6.451613E+00	+1.368925E+00
5,-1	+1.149425E+01	+9.764671E+00	+3.350084E+00	+1.639344E+00	+1.266544E+01	+2.453988E+00	+3.466805E+00	+2.461841E+00	+3.202049E+00	+2.653576E+00	+2.894356E+00	+3.087849E+00	+1.352997E+01	+6.080876E+00	+5.000000E-01	+8.058000E-12	+9.060000E-12	+1.510000E-12	+1.635340E-03	+4.672400E-04	+1.650000E+01	+9.250000E+00	-5.000000E-01	-6.846000E-12	-1.141000E-12	-5.949000E-12	-8.671660E-04	-2.477617E-04	-1.390000E+01	-9.150000E+00																																					+2.912320E+00	+4.691779E+00	+1.635682E+00	+1.823653E+00	+1.822453E+00	+1.589430E+00	+1.252505E+00	+2.971327E+01											+9.350164E+00	+7.371913E+00	+6.884682E+00	+6.637902E+00	+1.329787E+00
6,-1	+4.430660E+00	+3.632401E+00	+3.034901E+00	+2.237637E+00	+2.614721E+00	+2.383222E+00	+1.148303E+01	+2.416043E+00	+8.336807E+00	+2.605863E+00	+3.012502E+00	+2.949417E+00	+6.839945E+00	+3.959612E+00	+5.000000E-01	+6.485000E-12	+7.749000E-12	+1.291500E-12	+1.579980E-03	+4.514229E-04	+1.700000E+01	+9.200000E+00	-5.250000E-01	-6.149000E-12	-1.024833E-12	-5.742000E-12	-8.073690E-04	-2.306769E-04	-1.770000E+01	-9.200000E+00																																					+2.811655E+00	+2.639072E+00	+4.411393E+00	+2.003819E+00	+1.871223E+00	+1.594554E+00	+4.833253E+02	+3.405415E+00											+9.285051E+00	+7.369197E+00	+6.765900E+00	+6.535948E+00	+1.321440E+00
6,-2	+4.374453E+00	+3.395586E+00	+6.015761E+00	+5.392580E+00	+2.912480E+00	+2.457002E+00	+1.272022E+01	+2.501251E+00	+7.499063E+00	+2.610625E+00	+3.283533E+00	+2.995357E+00	+1.525437E+01	+3.568243E+00	+5.000000E-01	+6.697000E-12	+8.005000E-12	+1.334167E-12	+1.593640E-03	+4.553257E-04	+1.750000E+01	+9.250000E+00	-5.000000E-01	-6.242000E-12	-1.040333E-12	-5.579000E-12	-8.468220E-04	-2.419491E-04	-1.645000E+01	-9.250000E+00																																					+2.900916E+00	+2.819135E+00	+1.296765E+00	+2.005907E+00	+1.520014E+00	+1.129988E+00	+2.406449E+03	+1.176540E+02											+8.944544E+00	+7.301935E+00	+6.642312E+00	+6.428801E+00	+1.263823E+00
